pca_components,min_cluster_size,min_samples,method,epsilon,n_clusters,n_noise,coverage,dbcv,base_score,count_penalty,final_score
16,40,3,leaf,0.0,0,1093,0.0,0.0,0.0,0.7692,0.0
16,40,3,leaf,0.3,0,1093,0.0,0.0,0.0,0.7692,0.0
16,40,3,leaf,0.5,0,1093,0.0,0.0,0.0,0.7692,0.0
16,40,3,leaf,1.0,0,1093,0.0,0.0,0.0,0.7692,0.0
16,40,5,eom,0.0,0,1093,0.0,0.0,0.0,0.7692,0.0
16,40,5,eom,0.3,0,1093,0.0,0.0,0.0,0.7692,0.0
16,40,5,eom,0.5,0,1093,0.0,0.0,0.0,0.7692,0.0
16,40,5,eom,1.0,0,1093,0.0,0.0,0.0,0.7692,0.0
16,40,5,leaf,0.0,0,1093,0.0,0.0,0.0,0.7692,0.0
16,40,5,leaf,0.3,0,1093,0.0,0.0,0.0,0.7692,0.0
16,40,5,leaf,0.5,0,1093,0.0,0.0,0.0,0.7692,0.0
16,40,5,leaf,1.0,0,1093,0.0,0.0,0.0,0.7692,0.0
16,40,10,eom,0.0,0,1093,0.0,0.0,0.0,0.7692,0.0
16,40,10,eom,0.3,0,1093,0.0,0.0,0.0,0.7692,0.0
16,40,10,eom,0.5,0,1093,0.0,0.0,0.0,0.7692,0.0
16,40,10,eom,1.0,0,1093,0.0,0.0,0.0,0.7692,0.0
16,40,10,leaf,0.0,0,1093,0.0,0.0,0.0,0.7692,0.0
16,40,10,leaf,0.3,0,1093,0.0,0.0,0.0,0.7692,0.0
16,40,10,leaf,0.5,0,1093,0.0,0.0,0.0,0.7692,0.0
16,40,10,leaf,1.0,0,1093,0.0,0.0,0.0,0.7692,0.0
16,60,1,eom,0.0,0,1093,0.0,0.0,0.0,0.7692,0.0
16,60,1,eom,0.3,0,1093,0.0,0.0,0.0,0.7692,0.0
16,60,1,eom,0.5,0,1093,0.0,0.0,0.0,0.7692,0.0
16,60,1,eom,1.0,0,1093,0.0,0.0,0.0,0.7692,0.0
16,60,1,leaf,0.0,0,1093,0.0,0.0,0.0,0.7692,0.0
16,60,1,leaf,0.3,0,1093,0.0,0.0,0.0,0.7692,0.0
16,60,1,leaf,0.5,0,1093,0.0,0.0,0.0,0.7692,0.0
16,60,1,leaf,1.0,0,1093,0.0,0.0,0.0,0.7692,0.0
16,60,3,eom,0.0,0,1093,0.0,0.0,0.0,0.7692,0.0
16,60,3,eom,0.3,0,1093,0.0,0.0,0.0,0.7692,0.0
16,60,3,eom,0.5,0,1093,0.0,0.0,0.0,0.7692,0.0
16,60,3,eom,1.0,0,1093,0.0,0.0,0.0,0.7692,0.0
16,60,3,leaf,0.0,0,1093,0.0,0.0,0.0,0.7692,0.0
16,60,3,leaf,0.3,0,1093,0.0,0.0,0.0,0.7692,0.0
16,60,3,leaf,0.5,0,1093,0.0,0.0,0.0,0.7692,0.0
16,60,3,leaf,1.0,0,1093,0.0,0.0,0.0,0.7692,0.0
16,60,5,eom,0.0,0,1093,0.0,0.0,0.0,0.7692,0.0
16,60,5,eom,0.3,0,1093,0.0,0.0,0.0,0.7692,0.0
16,60,5,eom,0.5,0,1093,0.0,0.0,0.0,0.7692,0.0
16,60,5,eom,1.0,0,1093,0.0,0.0,0.0,0.7692,0.0
16,60,5,leaf,0.0,0,1093,0.0,0.0,0.0,0.7692,0.0
16,60,5,leaf,0.3,0,1093,0.0,0.0,0.0,0.7692,0.0
16,60,5,leaf,0.5,0,1093,0.0,0.0,0.0,0.7692,0.0
16,60,5,leaf,1.0,0,1093,0.0,0.0,0.0,0.7692,0.0
16,60,10,eom,0.0,0,1093,0.0,0.0,0.0,0.7692,0.0
16,60,10,eom,0.3,0,1093,0.0,0.0,0.0,0.7692,0.0
16,60,10,eom,0.5,0,1093,0.0,0.0,0.0,0.7692,0.0
16,60,10,eom,1.0,0,1093,0.0,0.0,0.0,0.7692,0.0
16,60,10,leaf,0.0,0,1093,0.0,0.0,0.0,0.7692,0.0
16,60,10,leaf,0.3,0,1093,0.0,0.0,0.0,0.7692,0.0
16,60,10,leaf,0.5,0,1093,0.0,0.0,0.0,0.7692,0.0
16,60,10,leaf,1.0,0,1093,0.0,0.0,0.0,0.7692,0.0
16,80,1,eom,0.0,0,1093,0.0,0.0,0.0,0.7692,0.0
16,80,1,eom,0.3,0,1093,0.0,0.0,0.0,0.7692,0.0
16,80,1,eom,0.5,0,1093,0.0,0.0,0.0,0.7692,0.0
16,80,1,eom,1.0,0,1093,0.0,0.0,0.0,0.7692,0.0
16,80,1,leaf,0.0,0,1093,0.0,0.0,0.0,0.7692,0.0
16,80,1,leaf,0.3,0,1093,0.0,0.0,0.0,0.7692,0.0
16,80,1,leaf,0.5,0,1093,0.0,0.0,0.0,0.7692,0.0
16,80,1,leaf,1.0,0,1093,0.0,0.0,0.0,0.7692,0.0
16,80,3,eom,0.0,0,1093,0.0,0.0,0.0,0.7692,0.0
16,80,3,eom,0.3,0,1093,0.0,0.0,0.0,0.7692,0.0
16,80,3,eom,0.5,0,1093,0.0,0.0,0.0,0.7692,0.0
16,80,3,eom,1.0,0,1093,0.0,0.0,0.0,0.7692,0.0
16,80,3,leaf,0.0,0,1093,0.0,0.0,0.0,0.7692,0.0
16,80,3,leaf,0.3,0,1093,0.0,0.0,0.0,0.7692,0.0
16,80,3,leaf,0.5,0,1093,0.0,0.0,0.0,0.7692,0.0
16,80,3,leaf,1.0,0,1093,0.0,0.0,0.0,0.7692,0.0
16,80,5,eom,0.0,0,1093,0.0,0.0,0.0,0.7692,0.0
16,80,5,eom,0.3,0,1093,0.0,0.0,0.0,0.7692,0.0
16,80,5,eom,0.5,0,1093,0.0,0.0,0.0,0.7692,0.0
16,80,5,eom,1.0,0,1093,0.0,0.0,0.0,0.7692,0.0
16,80,5,leaf,0.0,0,1093,0.0,0.0,0.0,0.7692,0.0
16,80,5,leaf,0.3,0,1093,0.0,0.0,0.0,0.7692,0.0
16,80,5,leaf,0.5,0,1093,0.0,0.0,0.0,0.7692,0.0
16,80,5,leaf,1.0,0,1093,0.0,0.0,0.0,0.7692,0.0
16,80,10,eom,0.0,0,1093,0.0,0.0,0.0,0.7692,0.0
16,80,10,eom,0.3,0,1093,0.0,0.0,0.0,0.7692,0.0
16,80,10,eom,0.5,0,1093,0.0,0.0,0.0,0.7692,0.0
16,80,10,eom,1.0,0,1093,0.0,0.0,0.0,0.7692,0.0
16,80,10,leaf,0.0,0,1093,0.0,0.0,0.0,0.7692,0.0
16,80,10,leaf,0.3,0,1093,0.0,0.0,0.0,0.7692,0.0
16,80,10,leaf,0.5,0,1093,0.0,0.0,0.0,0.7692,0.0
16,80,10,leaf,1.0,0,1093,0.0,0.0,0.0,0.7692,0.0
12(auto),10,1,eom,0.0,3,496,0.5462,0.0008,0.0005,0.8696,0.0004
12(auto),10,1,eom,0.3,3,496,0.5462,0.0008,0.0005,0.8696,0.0004
12(auto),10,1,eom,0.5,3,496,0.5462,0.0008,0.0005,0.8696,0.0004
12(auto),10,1,eom,1.0,3,496,0.5462,0.0008,0.0005,0.8696,0.0004
12(auto),10,1,leaf,0.0,11,872,0.2022,0.0622,0.0126,0.4255,0.0053
12(auto),10,1,leaf,0.3,11,872,0.2022,0.0622,0.0126,0.4255,0.0053
12(auto),10,1,leaf,0.5,11,872,0.2022,0.0622,0.0126,0.4255,0.0053
12(auto),10,1,leaf,1.0,11,872,0.2022,0.0622,0.0126,0.4255,0.0053
12(auto),10,3,eom,0.0,2,677,0.3806,0.0003,0.0001,1.0,0.0001
12(auto),10,3,eom,0.3,2,677,0.3806,0.0003,0.0001,1.0,0.0001
12(auto),10,3,eom,0.5,2,677,0.3806,0.0003,0.0001,1.0,0.0001
12(auto),10,3,eom,1.0,2,677,0.3806,0.0003,0.0001,1.0,0.0001
12(auto),10,3,leaf,0.0,6,904,0.1729,0.0481,0.0083,0.625,0.0052
12(auto),10,3,leaf,0.3,6,904,0.1729,0.0481,0.0083,0.625,0.0052
12(auto),10,3,leaf,0.5,6,904,0.1729,0.0481,0.0083,0.625,0.0052
12(auto),10,3,leaf,1.0,6,904,0.1729,0.0481,0.0083,0.625,0.0052
12(auto),10,5,eom,0.0,2,1003,0.0823,0.0,0.0,1.0,0.0
12(auto),10,5,eom,0.3,2,1003,0.0823,0.0,0.0,1.0,0.0
12(auto),10,5,eom,0.5,2,1003,0.0823,0.0,0.0,1.0,0.0
12(auto),10,5,eom,1.0,2,1003,0.0823,0.0,0.0,1.0,0.0
12(auto),10,5,leaf,0.0,2,1003,0.0823,0.0,0.0,1.0,0.0
12(auto),10,5,leaf,0.3,2,1003,0.0823,0.0,0.0,1.0,0.0
12(auto),10,5,leaf,0.5,2,1003,0.0823,0.0,0.0,1.0,0.0
12(auto),10,5,leaf,1.0,2,1003,0.0823,0.0,0.0,1.0,0.0
12(auto),10,10,eom,0.0,2,1054,0.0357,0.0,0.0,1.0,0.0
12(auto),10,10,eom,0.3,2,1054,0.0357,0.0,0.0,1.0,0.0
12(auto),10,10,eom,0.5,2,1054,0.0357,0.0,0.0,1.0,0.0
12(auto),10,10,eom,1.0,2,1054,0.0357,0.0,0.0,1.0,0.0
12(auto),10,10,leaf,0.0,2,1054,0.0357,0.0,0.0,1.0,0.0
12(auto),10,10,leaf,0.3,2,1054,0.0357,0.0,0.0,1.0,0.0
12(auto),10,10,leaf,0.5,2,1054,0.0357,0.0,0.0,1.0,0.0
12(auto),10,10,leaf,1.0,2,1054,0.0357,0.0,0.0,1.0,0.0
12(auto),15,1,eom,0.0,2,489,0.5526,0.0006,0.0004,1.0,0.0004
12(auto),15,1,eom,0.3,2,489,0.5526,0.0006,0.0004,1.0,0.0004
12(auto),15,1,eom,0.5,2,489,0.5526,0.0006,0.0004,1.0,0.0004
12(auto),15,1,eom,1.0,2,489,0.5526,0.0006,0.0004,1.0,0.0004
12(auto),15,1,leaf,0.0,7,897,0.1793,0.0139,0.0025,0.5714,0.0014
12(auto),15,1,leaf,0.3,7,897,0.1793,0.0139,0.0025,0.5714,0.0014
12(auto),15,1,leaf,0.5,7,897,0.1793,0.0139,0.0025,0.5714,0.0014
12(auto),15,1,leaf,1.0,7,897,0.1793,0.0139,0.0025,0.5714,0.0014
12(auto),15,3,eom,0.0,2,677,0.3806,0.0003,0.0001,1.0,0.0001
12(auto),15,3,eom,0.3,2,677,0.3806,0.0003,0.0001,1.0,0.0001
12(auto),15,3,eom,0.5,2,677,0.3806,0.0003,0.0001,1.0,0.0001
12(auto),15,3,eom,1.0,2,677,0.3806,0.0003,0.0001,1.0,0.0001
12(auto),15,3,leaf,0.0,5,914,0.1638,0.0481,0.0079,0.6897,0.0054
12(auto),15,3,leaf,0.3,5,914,0.1638,0.0481,0.0079,0.6897,0.0054
12(auto),15,3,leaf,0.5,5,914,0.1638,0.0481,0.0079,0.6897,0.0054
12(auto),15,3,leaf,1.0,5,914,0.1638,0.0481,0.0079,0.6897,0.0054
12(auto),15,5,eom,0.0,2,1003,0.0823,0.0,0.0,1.0,0.0
12(auto),15,5,eom,0.3,2,1003,0.0823,0.0,0.0,1.0,0.0
12(auto),15,5,eom,0.5,2,1003,0.0823,0.0,0.0,1.0,0.0
12(auto),15,5,eom,1.0,2,1003,0.0823,0.0,0.0,1.0,0.0
12(auto),15,5,leaf,0.0,2,1003,0.0823,0.0,0.0,1.0,0.0
12(auto),15,5,leaf,0.3,2,1003,0.0823,0.0,0.0,1.0,0.0
12(auto),15,5,leaf,0.5,2,1003,0.0823,0.0,0.0,1.0,0.0
12(auto),15,5,leaf,1.0,2,1003,0.0823,0.0,0.0,1.0,0.0
12(auto),15,10,eom,0.0,0,1093,0.0,0.0,0.0,0.7692,0.0
12(auto),15,10,eom,0.3,0,1093,0.0,0.0,0.0,0.7692,0.0
12(auto),15,10,eom,0.5,0,1093,0.0,0.0,0.0,0.7692,0.0
12(auto),15,10,eom,1.0,0,1093,0.0,0.0,0.0,0.7692,0.0
12(auto),15,10,leaf,0.0,0,1093,0.0,0.0,0.0,0.7692,0.0
12(auto),15,10,leaf,0.3,0,1093,0.0,0.0,0.0,0.7692,0.0
12(auto),15,10,leaf,0.5,0,1093,0.0,0.0,0.0,0.7692,0.0
12(auto),15,10,leaf,1.0,0,1093,0.0,0.0,0.0,0.7692,0.0
12(auto),25,1,eom,0.0,2,489,0.5526,0.0006,0.0004,1.0,0.0004
12(auto),25,1,eom,0.3,2,489,0.5526,0.0006,0.0004,1.0,0.0004
12(auto),25,1,eom,0.5,2,489,0.5526,0.0006,0.0004,1.0,0.0004
12(auto),25,1,eom,1.0,2,489,0.5526,0.0006,0.0004,1.0,0.0004
12(auto),25,1,leaf,0.0,4,832,0.2388,0.0008,0.0002,0.7692,0.0001
12(auto),25,1,leaf,0.3,4,832,0.2388,0.0008,0.0002,0.7692,0.0001
12(auto),25,1,leaf,0.5,4,832,0.2388,0.0008,0.0002,0.7692,0.0001
12(auto),25,1,leaf,1.0,4,832,0.2388,0.0008,0.0002,0.7692,0.0001
12(auto),25,3,eom,0.0,2,913,0.1647,0.0002,0.0,1.0,0.0
12(auto),25,3,eom,0.3,2,913,0.1647,0.0002,0.0,1.0,0.0
12(auto),25,3,eom,0.5,2,913,0.1647,0.0002,0.0,1.0,0.0
12(auto),25,3,eom,1.0,2,913,0.1647,0.0002,0.0,1.0,0.0
12(auto),25,3,leaf,0.0,2,913,0.1647,0.0002,0.0,1.0,0.0
12(auto),25,3,leaf,0.3,2,913,0.1647,0.0002,0.0,1.0,0.0
12(auto),25,3,leaf,0.5,2,913,0.1647,0.0002,0.0,1.0,0.0
12(auto),25,3,leaf,1.0,2,913,0.1647,0.0002,0.0,1.0,0.0
12(auto),25,5,eom,0.0,0,1093,0.0,0.0,0.0,0.7692,0.0
12(auto),25,5,eom,0.3,0,1093,0.0,0.0,0.0,0.7692,0.0
12(auto),25,5,eom,0.5,0,1093,0.0,0.0,0.0,0.7692,0.0
12(auto),25,5,eom,1.0,0,1093,0.0,0.0,0.0,0.7692,0.0
12(auto),25,5,leaf,0.0,0,1093,0.0,0.0,0.0,0.7692,0.0
12(auto),25,5,leaf,0.3,0,1093,0.0,0.0,0.0,0.7692,0.0
12(auto),25,5,leaf,0.5,0,1093,0.0,0.0,0.0,0.7692,0.0
12(auto),25,5,leaf,1.0,0,1093,0.0,0.0,0.0,0.7692,0.0
12(auto),25,10,eom,0.0,0,1093,0.0,0.0,0.0,0.7692,0.0
12(auto),25,10,eom,0.3,0,1093,0.0,0.0,0.0,0.7692,0.0
12(auto),25,10,eom,0.5,0,1093,0.0,0.0,0.0,0.7692,0.0
12(auto),25,10,eom,1.0,0,1093,0.0,0.0,0.0,0.7692,0.0
12(auto),25,10,leaf,0.0,0,1093,0.0,0.0,0.0,0.7692,0.0
12(auto),25,10,leaf,0.3,0,1093,0.0,0.0,0.0,0.7692,0.0
12(auto),25,10,leaf,0.5,0,1093,0.0,0.0,0.0,0.7692,0.0
12(auto),25,10,leaf,1.0,0,1093,0.0,0.0,0.0,0.7692,0.0
12(auto),40,1,eom,0.0,2,774,0.2919,0.0008,0.0002,1.0,0.0002
12(auto),40,1,eom,0.3,2,774,0.2919,0.0008,0.0002,1.0,0.0002
12(auto),40,1,eom,0.5,2,774,0.2919,0.0008,0.0002,1.0,0.0002
12(auto),40,1,eom,1.0,2,774,0.2919,0.0008,0.0002,1.0,0.0002
12(auto),40,1,leaf,0.0,3,863,0.2104,0.0008,0.0002,0.8696,0.0001
12(auto),40,1,leaf,0.3,3,863,0.2104,0.0008,0.0002,0.8696,0.0001
12(auto),40,1,leaf,0.5,3,863,0.2104,0.0008,0.0002,0.8696,0.0001
12(auto),40,1,leaf,1.0,3,863,0.2104,0.0008,0.0002,0.8696,0.0001
12(auto),40,3,eom,0.0,0,1093,0.0,0.0,0.0,0.7692,0.0
12(auto),40,3,eom,0.3,0,1093,0.0,0.0,0.0,0.7692,0.0
12(auto),40,3,eom,0.5,0,1093,0.0,0.0,0.0,0.7692,0.0
12(auto),40,3,eom,1.0,0,1093,0.0,0.0,0.0,0.7692,0.0
12(auto),40,3,leaf,0.0,0,1093,0.0,0.0,0.0,0.7692,0.0
12(auto),40,3,leaf,0.3,0,1093,0.0,0.0,0.0,0.7692,0.0
12(auto),40,3,leaf,0.5,0,1093,0.0,0.0,0.0,0.7692,0.0
12(auto),40,3,leaf,1.0,0,1093,0.0,0.0,0.0,0.7692,0.0
12(auto),40,5,eom,0.0,0,1093,0.0,0.0,0.0,0.7692,0.0
12(auto),40,5,eom,0.3,0,1093,0.0,0.0,0.0,0.7692,0.0
12(auto),40,5,eom,0.5,0,1093,0.0,0.0,0.0,0.7692,0.0
12(auto),40,5,eom,1.0,0,1093,0.0,0.0,0.0,0.7692,0.0
12(auto),40,5,leaf,0.0,0,1093,0.0,0.0,0.0,0.7692,0.0
12(auto),40,5,leaf,0.3,0,1093,0.0,0.0,0.0,0.7692,0.0
12(auto),40,5,leaf,0.5,0,1093,0.0,0.0,0.0,0.7692,0.0
12(auto),40,5,leaf,1.0,0,1093,0.0,0.0,0.0,0.7692,0.0
12(auto),40,10,eom,0.0,0,1093,0.0,0.0,0.0,0.7692,0.0
12(auto),40,10,eom,0.3,0,1093,0.0,0.0,0.0,0.7692,0.0
12(auto),40,10,eom,0.5,0,1093,0.0,0.0,0.0,0.7692,0.0
12(auto),40,10,eom,1.0,0,1093,0.0,0.0,0.0,0.7692,0.0
12(auto),40,10,leaf,0.0,0,1093,0.0,0.0,0.0,0.7692,0.0
12(auto),40,10,leaf,0.3,0,1093,0.0,0.0,0.0,0.7692,0.0
12(auto),40,10,leaf,0.5,0,1093,0.0,0.0,0.0,0.7692,0.0
12(auto),40,10,leaf,1.0,0,1093,0.0,0.0,0.0,0.7692,0.0
12(auto),60,1,eom,0.0,0,1093,0.0,0.0,0.0,0.7692,0.0
12(auto),60,1,eom,0.3,0,1093,0.0,0.0,0.0,0.7692,0.0
12(auto),60,1,eom,0.5,0,1093,0.0,0.0,0.0,0.7692,0.0
12(auto),60,1,eom,1.0,0,1093,0.0,0.0,0.0,0.7692,0.0
12(auto),60,1,leaf,0.0,0,1093,0.0,0.0,0.0,0.7692,0.0
12(auto),60,1,leaf,0.3,0,1093,0.0,0.0,0.0,0.7692,0.0
12(auto),60,1,leaf,0.5,0,1093,0.0,0.0,0.0,0.7692,0.0
12(auto),60,1,leaf,1.0,0,1093,0.0,0.0,0.0,0.7692,0.0
12(auto),60,3,eom,0.0,0,1093,0.0,0.0,0.0,0.7692,0.0
12(auto),60,3,eom,0.3,0,1093,0.0,0.0,0.0,0.7692,0.0
12(auto),60,3,eom,0.5,0,1093,0.0,0.0,0.0,0.7692,0.0
12(auto),60,3,eom,1.0,0,1093,0.0,0.0,0.0,0.7692,0.0
12(auto),60,3,leaf,0.0,0,1093,0.0,0.0,0.0,0.7692,0.0
12(auto),60,3,leaf,0.3,0,1093,0.0,0.0,0.0,0.7692,0.0
12(auto),60,3,leaf,0.5,0,1093,0.0,0.0,0.0,0.7692,0.0
12(auto),60,3,leaf,1.0,0,1093,0.0,0.0,0.0,0.7692,0.0
12(auto),60,5,eom,0.0,0,1093,0.0,0.0,0.0,0.7692,0.0
12(auto),60,5,eom,0.3,0,1093,0.0,0.0,0.0,0.7692,0.0
12(auto),60,5,eom,0.5,0,1093,0.0,0.0,0.0,0.7692,0.0
12(auto),60,5,eom,1.0,0,1093,0.0,0.0,0.0,0.7692,0.0
12(auto),60,5,leaf,0.0,0,1093,0.0,0.0,0.0,0.7692,0.0
12(auto),60,5,leaf,0.3,0,1093,0.0,0.0,0.0,0.7692,0.0
12(auto),60,5,leaf,0.5,0,1093,0.0,0.0,0.0,0.7692,0.0
12(auto),60,5,leaf,1.0,0,1093,0.0,0.0,0.0,0.7692,0.0
12(auto),60,10,eom,0.0,0,1093,0.0,0.0,0.0,0.7692,0.0
12(auto),60,10,eom,0.3,0,1093,0.0,0.0,0.0,0.7692,0.0
12(auto),60,10,eom,0.5,0,1093,0.0,0.0,0.0,0.7692,0.0
12(auto),60,10,eom,1.0,0,1093,0.0,0.0,0.0,0.7692,0.0
12(auto),60,10,leaf,0.0,0,1093,0.0,0.0,0.0,0.7692,0.0
12(auto),60,10,leaf,0.3,0,1093,0.0,0.0,0.0,0.7692,0.0
12(auto),60,10,leaf,0.5,0,1093,0.0,0.0,0.0,0.7692,0.0
12(auto),60,10,leaf,1.0,0,1093,0.0,0.0,0.0,0.7692,0.0
12(auto),80,1,eom,0.0,0,1093,0.0,0.0,0.0,0.7692,0.0
12(auto),80,1,eom,0.3,0,1093,0.0,0.0,0.0,0.7692,0.0
12(auto),80,1,eom,0.5,0,1093,0.0,0.0,0.0,0.7692,0.0
12(auto),80,1,eom,1.0,0,1093,0.0,0.0,0.0,0.7692,0.0
12(auto),80,1,leaf,0.0,0,1093,0.0,0.0,0.0,0.7692,0.0
12(auto),80,1,leaf,0.3,0,1093,0.0,0.0,0.0,0.7692,0.0
12(auto),80,1,leaf,0.5,0,1093,0.0,0.0,0.0,0.7692,0.0
12(auto),80,1,leaf,1.0,0,1093,0.0,0.0,0.0,0.7692,0.0
12(auto),80,3,eom,0.0,0,1093,0.0,0.0,0.0,0.7692,0.0
12(auto),80,3,eom,0.3,0,1093,0.0,0.0,0.0,0.7692,0.0
12(auto),80,3,eom,0.5,0,1093,0.0,0.0,0.0,0.7692,0.0
12(auto),80,3,eom,1.0,0,1093,0.0,0.0,0.0,0.7692,0.0
12(auto),80,3,leaf,0.0,0,1093,0.0,0.0,0.0,0.7692,0.0
12(auto),80,3,leaf,0.3,0,1093,0.0,0.0,0.0,0.7692,0.0
12(auto),80,3,leaf,0.5,0,1093,0.0,0.0,0.0,0.7692,0.0
12(auto),80,3,leaf,1.0,0,1093,0.0,0.0,0.0,0.7692,0.0
12(auto),80,5,eom,0.0,0,1093,0.0,0.0,0.0,0.7692,0.0
12(auto),80,5,eom,0.3,0,1093,0.0,0.0,0.0,0.7692,0.0
12(auto),80,5,eom,0.5,0,1093,0.0,0.0,0.0,0.7692,0.0
12(auto),80,5,eom,1.0,0,1093,0.0,0.0,0.0,0.7692,0.0
12(auto),80,5,leaf,0.0,0,1093,0.0,0.0,0.0,0.7692,0.0
12(auto),80,5,leaf,0.3,0,1093,0.0,0.0,0.0,0.7692,0.0
12(auto),80,5,leaf,0.5,0,1093,0.0,0.0,0.0,0.7692,0.0
12(auto),80,5,leaf,1.0,0,1093,0.0,0.0,0.0,0.7692,0.0
12(auto),80,10,eom,0.0,0,1093,0.0,0.0,0.0,0.7692,0.0
12(auto),80,10,eom,0.3,0,1093,0.0,0.0,0.0,0.7692,0.0
12(auto),80,10,eom,0.5,0,1093,0.0,0.0,0.0,0.7692,0.0
12(auto),80,10,eom,1.0,0,1093,0.0,0.0,0.0,0.7692,0.0
12(auto),80,10,leaf,0.0,0,1093,0.0,0.0,0.0,0.7692,0.0
12(auto),80,10,leaf,0.3,0,1093,0.0,0.0,0.0,0.7692,0.0
12(auto),80,10,leaf,0.5,0,1093,0.0,0.0,0.0,0.7692,0.0
12(auto),80,10,leaf,1.0,0,1093,0.0,0.0,0.0,0.7692,0.0
UMAP-5D,10,1,eom,0.0,38,130,0.8811,0.1218,0.1073,0.1562,0.0168
UMAP-5D,10,1,eom,0.3,24,67,0.9387,0.1011,0.0949,0.2326,0.0221
UMAP-5D,10,1,eom,0.5,3,0,1.0,0.0565,0.0565,0.8696,0.0492
UMAP-5D,10,1,eom,1.0,2,0,1.0,0.038,0.038,1.0,0.038
UMAP-5D,10,1,leaf,0.0,46,185,0.8307,0.0848,0.0704,0.1316,0.0093
UMAP-5D,10,1,leaf,0.3,24,67,0.9387,0.1011,0.0949,0.2326,0.0221
UMAP-5D,10,1,leaf,0.5,3,0,1.0,0.0565,0.0565,0.8696,0.0492
UMAP-5D,10,1,leaf,1.0,2,0,1.0,0.038,0.038,1.0,0.038
UMAP-5D,10,3,eom,0.0,32,188,0.828,0.1129,0.0935,0.1818,0.017
UMAP-5D,10,3,eom,0.3,22,141,0.871,0.0939,0.0818,0.25,0.0205
UMAP-5D,10,3,eom,0.5,3,9,0.9918,0.0283,0.0281,0.8696,0.0244
UMAP-5D,10,3,eom,1.0,2,5,0.9954,0.0142,0.0141,1.0,0.0141
UMAP-5D,10,3,leaf,0.0,43,281,0.7429,0.1158,0.0861,0.1399,0.012
UMAP-5D,10,3,leaf,0.3,22,141,0.871,0.0939,0.0818,0.25,0.0205
UMAP-5D,10,3,leaf,0.5,3,9,0.9918,0.0283,0.0281,0.8696,0.0244
UMAP-5D,10,3,leaf,1.0,2,5,0.9954,0.0142,0.0141,1.0,0.0141
UMAP-5D,10,5,eom,0.0,28,250,0.7713,0.1192,0.092,0.2041,0.0188
UMAP-5D,10,5,eom,0.3,25,218,0.8005,0.1577,0.1263,0.2247,0.0284
UMAP-5D,10,5,eom,0.5,3,12,0.989,0.0063,0.0062,0.8696,0.0054
UMAP-5D,10,5,eom,1.0,2,12,0.989,0.0387,0.0383,1.0,0.0383
UMAP-5D,10,5,leaf,0.0,38,365,0.6661,0.1128,0.0752,0.1562,0.0117
UMAP-5D,10,5,leaf,0.3,25,218,0.8005,0.1577,0.1263,0.2247,0.0284
UMAP-5D,10,5,leaf,0.5,3,12,0.989,0.0063,0.0062,0.8696,0.0054
UMAP-5D,10,5,leaf,1.0,2,12,0.989,0.0387,0.0383,1.0,0.0383
UMAP-5D,10,10,eom,0.0,20,312,0.7145,0.1289,0.0921,0.2703,0.0249
UMAP-5D,10,10,eom,0.3,20,312,0.7145,0.1289,0.0921,0.2703,0.0249
UMAP-5D,10,10,eom,0.5,6,145,0.8673,0.0054,0.0047,0.625,0.0029
UMAP-5D,10,10,eom,1.0,2,23,0.979,0.0037,0.0036,1.0,0.0036
UMAP-5D,10,10,leaf,0.0,25,445,0.5929,0.1197,0.071,0.2247,0.0159
UMAP-5D,10,10,leaf,0.3,22,373,0.6587,0.164,0.108,0.25,0.027
UMAP-5D,10,10,leaf,0.5,6,145,0.8673,0.0054,0.0047,0.625,0.0029
UMAP-5D,10,10,leaf,1.0,2,23,0.979,0.0037,0.0036,1.0,0.0036
UMAP-5D,15,1,eom,0.0,24,121,0.8893,0.107,0.0952,0.2326,0.0221
UMAP-5D,15,1,eom,0.3,19,82,0.925,0.1016,0.0939,0.2817,0.0265
UMAP-5D,15,1,eom,0.5,3,0,1.0,0.0565,0.0565,0.8696,0.0492
UMAP-5D,15,1,eom,1.0,2,0,1.0,0.038,0.038,1.0,0.038
UMAP-5D,15,1,leaf,0.0,29,207,0.8106,0.0821,0.0666,0.198,0.0132
UMAP-5D,15,1,leaf,0.3,19,82,0.925,0.1016,0.0939,0.2817,0.0265
UMAP-5D,15,1,leaf,0.5,3,0,1.0,0.0565,0.0565,0.8696,0.0492
UMAP-5D,15,1,leaf,1.0,2,0,1.0,0.038,0.038,1.0,0.038
UMAP-5D,15,3,eom,0.0,23,160,0.8536,0.1174,0.1002,0.241,0.0241
UMAP-5D,15,3,eom,0.3,20,147,0.8655,0.0898,0.0778,0.2703,0.021
UMAP-5D,15,3,eom,0.5,3,9,0.9918,0.0283,0.0281,0.8696,0.0244
UMAP-5D,15,3,eom,1.0,2,5,0.9954,0.0142,0.0141,1.0,0.0141
UMAP-5D,15,3,leaf,0.0,25,203,0.8143,0.1101,0.0897,0.2247,0.0201
UMAP-5D,15,3,leaf,0.3,20,147,0.8655,0.0898,0.0778,0.2703,0.021
UMAP-5D,15,3,leaf,0.5,3,9,0.9918,0.0283,0.0281,0.8696,0.0244
UMAP-5D,15,3,leaf,1.0,2,5,0.9954,0.0142,0.0141,1.0,0.0141
UMAP-5D,15,5,eom,0.0,22,221,0.7978,0.1564,0.1247,0.25,0.0312
